Degrees,Force
79.47,-0.02
79.56,0.00
79.65,0.00
79.74,0.02
79.83,0.02
79.92,0.00
80.01,0.02
80.1,0.00
80.19,0.00
80.28,0.00
80.37,0.00
80.46,-0.02
80.55,0.00
80.64,-0.02
80.73,-0.02
80.82,0.02
80.91,0.00
81,0.02
81.09,0.00
81.18,-0.02
81.27,-0.02
81.36,-0.02
81.45,0.00
81.54,0.00
81.63,0.00
81.72,0.00
81.81,0.00
81.9,-0.02
81.99,0.00
82.08,0.02
82.17,0.00
82.26,0.02
82.35,0.00
82.44,0.00
82.53,0.00
82.62,0.02
82.71,0.02
82.8,0.00
82.89,0.00
82.98,0.00
83.07,0.00
83.16,0.00
83.25,0.00
83.34,-0.02
83.43,0.00
83.52,0.00
83.61,0.02
83.7,-0.02
83.79,0.00
83.88,0.02
83.97,0.00
84.06,0.02
84.15,0.00
84.24,0.00
84.33,0.00
84.42,-0.02
84.51,0.00
84.6,0.00
84.69,0.02
84.78,0.00
84.87,0.00
84.96,0.00
85.05,-0.02
85.14,0.00
85.23,0.02
85.32,0.00
85.41,-0.02
85.5,0.00
85.59,0.00
85.68,0.02
85.77,0.02
85.86,0.00
85.95,0.02
86.04,0.00
86.13,0.00
86.22,-0.02
86.31,0.04
86.4,-0.02
86.49,0.00
86.58,0.00
86.67,-0.02
86.76,0.00
86.85,-0.02
86.94,0.00
87.03,0.02
87.12,-0.02
87.21,0.02
87.3,0.00
87.39,0.00
87.48,-0.02
87.57,0.00
87.66,0.00
87.75,0.00
87.84,-0.02
87.93,0.00
88.02,-0.02
88.11,0.00
88.2,0.02
88.29,0.00
88.38,0.00
88.47,0.00
88.56,-0.02
88.65,-0.02
88.74,0.00
88.83,0.00
88.92,0.00
89.01,0.00
89.1,0.00
89.19,-0.02
89.28,0.02
89.37,0.02
89.46,-0.02
89.55,0.00
89.64,0.00
89.73,-0.02
89.82,0.00
89.91,0.00
Test,
Date,
Time,
Calibration,GcmPerCount
Arm Radius,mm
Every,samples
0,-3.46
0.09,-3.60
0.18,-3.73
0.27,-3.87
0.36,-3.97
0.45,-4.08
0.54,-4.17
0.63,-4.22
0.72,-4.27
0.81,-4.36
0.9,-4.41
0.99,-4.45
1.08,-4.47
1.17,-4.50
1.26,-4.50
1.35,-4.52
1.44,-4.52
1.53,-4.55
1.62,-4.54
1.71,-4.54
1.8,-4.54
1.89,-4.55
1.98,-4.59
2.07,-4.55
2.16,-4.57
2.25,-4.57
2.34,-4.57
2.43,-4.57
2.52,-4.57
2.61,-4.61
2.7,-4.57
2.79,-4.57
2.88,-4.59
2.97,-4.59
3.06,-4.55
3.15,-4.59
3.24,-4.59
3.33,-4.57
3.42,-4.61
3.51,-4.57
3.6,-4.57
3.69,-4.55
3.78,-4.57
3.87,-4.55
3.96,-4.59
4.05,-4.57
4.14,-4.57
4.23,-4.55
4.32,-4.59
4.41,-4.57
4.5,-4.57
4.59,-4.57
4.68,-4.59
4.77,-4.59
4.86,-4.57
4.95,-4.57
5.04,-4.55
5.13,-4.57
5.22,-4.59
5.31,-4.59
5.4,-4.57
5.49,-4.57
5.58,-4.59
5.67,-4.57
5.76,-4.57
5.85,-4.61
5.94,-4.57
6.03,-4.59
6.12,-4.59
6.21,-4.57
6.3,-4.57
6.39,-4.61
6.48,-4.59
6.57,-4.57
6.66,-4.59
6.75,-4.59
6.84,-4.59
6.93,-4.59
7.02,-4.61
7.11,-4.59
7.2,-4.59
7.29,-4.59
7.38,-4.57
7.47,-4.57
7.56,-4.57
7.65,-4.61
7.74,-4.59
7.83,-4.57
7.92,-4.59
8.01,-4.57
8.1,-4.59
8.19,-4.57
8.28,-4.57
8.37,-4.59
8.46,-4.59
8.55,-4.55
8.64,-4.59
8.73,-4.57
8.82,-4.57
8.91,-4.57
9,-4.57
9.09,-4.59
9.18,-4.57
9.27,-4.61
9.36,-4.57
9.45,-4.59
9.54,-4.59
9.63,-4.61
9.72,-4.59
9.81,-4.59
9.9,-4.61
9.99,-4.59
10.08,-4.61
10.17,-4.57
10.26,-4.59
10.35,-4.57
10.44,-4.57
10.53,-4.59
10.62,-4.59
10.71,-4.61
10.8,-4.57
10.89,-4.57
10.98,-4.55
11.07,-4.59
11.16,-4.61
11.25,-4.61
11.34,-4.59
11.43,-4.59
11.52,-4.59
11.61,-4.59
11.7,-4.59
11.79,-4.57
11.88,-4.59
11.97,-4.59
12.06,-4.57
12.15,-4.57
12.24,-4.59
12.33,-4.57
12.42,-4.57
12.51,-4.61
12.6,-4.57
12.69,-4.57
12.78,-4.57
12.87,-4.57
12.96,-4.57
13.05,-4.59
13.14,-4.59
13.23,-4.59
13.32,-4.59
13.41,-4.57
13.5,-4.59
13.59,-4.57
13.68,-4.57
13.77,-4.59
13.86,-4.59
13.95,-4.57
14.04,-4.59
14.13,-4.57
14.22,-4.59
14.31,-4.61
14.4,-4.59
14.49,-4.57
14.58,-4.57
14.67,-4.59
14.76,-4.59
14.85,-4.59
14.94,-4.61
15.03,-4.59
15.12,-4.57
15.21,-4.57
15.3,-4.59
15.39,-4.59
15.48,-4.57
15.57,-4.61
15.66,-4.57
15.75,-4.59
15.84,-4.55
15.93,-4.57
16.02,-4.59
16.11,-4.57
16.2,-4.59
16.29,-4.57
16.38,-4.57
16.47,-4.57
16.56,-4.57
16.65,-4.59
16.74,-4.59
16.83,-4.57
16.92,-4.55
17.01,-4.59
17.1,-4.59
17.19,-4.57
17.28,-4.57
17.37,-4.57
17.46,-4.59
17.55,-4.57
17.64,-4.59
17.73,-4.59
17.82,-4.59
17.91,-4.57
18,-4.59
18.09,-4.57
18.18,-4.55
18.27,-4.59
18.36,-4.59
18.45,-4.59
18.54,-4.57
18.63,-4.59
18.72,-4.59
18.81,-4.59
18.9,-4.55
18.99,-4.57
19.08,-4.61
19.17,-4.59
19.26,-4.57
19.35,-4.57
19.44,-4.59
19.53,-4.59
19.62,-4.57
19.71,-4.59
19.8,-4.59
19.89,-4.59
19.98,-4.59
20.07,-4.59
20.16,-4.57
20.25,-4.57
20.34,-4.59
20.43,-4.59
20.52,-4.59
20.61,-4.57
20.7,-4.59
20.79,-4.59
20.88,-4.55
20.97,-4.57
21.06,-4.59
21.15,-4.59
21.24,-4.57
21.33,-4.57
21.42,-4.57
21.51,-4.55
21.6,-4.57
21.69,-4.57
21.78,-4.57
21.87,-4.59
21.96,-4.59
22.05,-4.59
22.14,-4.59
22.23,-4.57
22.32,-4.59
22.41,-4.57
22.5,-4.57
22.59,-4.57
22.68,-4.57
22.77,-4.59
22.86,-4.57
22.95,-4.55
23.04,-4.57
23.13,-4.57
23.22,-4.59
23.31,-4.61
23.4,-4.59
23.49,-4.59
23.58,-4.59
23.67,-4.59
23.76,-4.57
23.85,-4.59
23.94,-4.59
24.03,-4.57
24.12,-4.59
24.21,-4.55
24.3,-4.57
24.39,-4.59
24.48,-4.57
24.57,-4.59
24.66,-4.59
24.75,-4.57
24.84,-4.59
24.93,-4.57
25.02,-4.57
25.11,-4.59
25.2,-4.59
25.29,-4.57
25.38,-4.59
25.47,-4.57
25.56,-4.59
25.65,-4.57
25.74,-4.57
25.83,-4.59
25.92,-4.59
26.01,-4.59
26.1,-4.57
26.19,-4.55
26.28,-4.57
26.37,-4.57
26.46,-4.57
26.55,-4.59
26.64,-4.57
26.73,-4.57
26.82,-4.55
26.91,-4.57
27,-4.55
27.09,-4.57
27.18,-4.59
27.27,-4.59
27.36,-4.55
27.45,-4.57
27.54,-4.59
27.63,-4.57
27.72,-4.61
27.81,-4.57
27.9,-4.59
27.99,-4.59
28.08,-4.57
28.17,-4.59
28.26,-4.59
28.35,-4.61
28.44,-4.59
28.53,-4.57
28.62,-4.55
28.71,-4.55
28.8,-4.57
28.89,-4.57
28.98,-4.57
29.07,-4.59
29.16,-4.59
29.25,-4.55
29.34,-4.55
29.43,-4.57
29.52,-4.59
29.61,-4.57
29.7,-4.59
29.79,-4.57
29.88,-4.57
29.97,-4.59
30.06,-4.57
30.15,-4.57
30.24,-4.57
30.33,-4.59
30.42,-4.57
30.51,-4.54
30.6,-4.59
30.69,-4.59
30.78,-4.59
30.87,-4.57
30.96,-4.55
31.05,-4.57
31.14,-4.55
31.23,-4.57
31.32,-4.57
31.41,-4.57
31.5,-4.59
31.59,-4.57
31.68,-4.57
31.77,-4.59
31.86,-4.57
31.95,-4.59
32.04,-4.57
32.13,-4.57
32.22,-4.59
32.31,-4.59
32.4,-4.57
32.49,-4.59
32.58,-4.59
32.67,-4.59
32.76,-4.55
32.85,-4.59
32.94,-4.59
33.03,-4.55
33.12,-4.59
33.21,-4.55
33.3,-4.57
33.39,-4.59
33.48,-4.55
33.57,-4.55
33.66,-4.59
33.75,-4.59
33.84,-4.59
33.93,-4.59
34.02,-4.59
34.11,-4.59
34.2,-4.57
34.29,-4.57
34.38,-4.57
34.47,-4.59
34.56,-4.59
34.65,-4.57
34.74,-4.57
34.83,-4.57
34.92,-4.59
35.01,-4.59
35.1,-4.57
35.19,-4.59
35.28,-4.57
35.37,-4.59
35.46,-4.59
35.55,-4.59
35.64,-4.59
35.73,-4.57
35.82,-4.57
35.91,-4.55
36,-4.57
36.09,-4.61
36.18,-4.57
36.27,-4.57
36.36,-4.55
36.45,-4.57
36.54,-4.59
36.63,-4.57
36.72,-4.57
36.81,-4.59
36.9,-4.55
36.99,-4.55
37.08,-4.57
37.17,-4.55
37.26,-4.59
37.35,-4.59
37.44,-4.59
37.53,-4.57
37.62,-4.57
37.71,-4.55
37.8,-4.57
37.89,-4.59
37.98,-4.57
38.07,-4.55
38.16,-4.57
38.25,-4.57
38.34,-4.57
38.43,-4.57
38.52,-4.55
38.61,-4.59
38.7,-4.57
38.79,-4.57
38.88,-4.57
38.97,-4.57
39.06,-4.57
39.15,-4.57
39.24,-4.59
39.33,-4.57
39.42,-4.57
39.51,-4.59
39.6,-4.57
39.69,-4.59
39.78,-4.59
39.87,-4.59
39.96,-4.57
40.05,-4.57
40.14,-4.59
40.23,-4.57
40.32,-4.57
40.41,-4.57
40.5,-4.57
40.59,-4.57
40.68,-4.57
40.77,-4.57
40.86,-4.59
40.95,-4.57
41.04,-4.59
41.13,-4.59
41.22,-4.54
41.31,-4.57
41.4,-4.59
41.49,-4.59
41.58,-4.57
41.67,-4.57
41.76,-4.55
41.85,-4.57
41.94,-4.55
42.03,-4.57
42.12,-4.57
42.21,-4.59
42.3,-4.59
42.39,-4.57
42.48,-4.57
42.57,-4.57
42.66,-4.57
42.75,-4.57
42.84,-4.57
42.93,-4.59
43.02,-4.55
43.11,-4.57
43.2,-4.57
43.29,-4.59
43.38,-4.57
43.47,-4.57
43.56,-4.59
43.65,-4.55
43.74,-4.59
43.83,-4.55
43.92,-4.57
44.01,-4.57
44.1,-4.55
44.19,-4.59
44.28,-4.55
44.37,-4.55
44.46,-4.57
44.55,-4.59
44.64,-4.57
44.73,-4.61
44.82,-4.57
44.91,-4.55
45,-4.57
45.09,-4.57
45.18,-4.57
45.27,-4.59
45.36,-4.59
45.45,-4.57
45.54,-4.59
45.63,-4.55
45.72,-4.59
45.81,-4.61
45.9,-4.57
45.99,-4.57
46.08,-4.59
46.17,-4.55
46.26,-4.59
46.35,-4.59
46.44,-4.59
46.53,-4.59
46.62,-4.57
46.71,-4.59
46.8,-4.59
46.89,-4.57
46.98,-4.57
47.07,-4.59
47.16,-4.59
47.25,-4.55
47.34,-4.59
47.43,-4.55
47.52,-4.55
47.61,-4.61
47.7,-4.59
47.79,-4.59
47.88,-4.57
47.97,-4.57
48.06,-4.59
48.15,-4.59
48.24,-4.59
48.33,-4.59
48.42,-4.57
48.51,-4.57
48.6,-4.57
48.69,-4.57
48.78,-4.57
48.87,-4.59
48.96,-4.59
49.05,-4.59
49.14,-4.59
49.23,-4.57
49.32,-4.55
49.41,-4.59
49.5,-4.59
49.59,-4.57
49.68,-4.57
49.77,-4.57
49.86,-4.59
49.95,-4.57
50.04,-4.57
50.13,-4.57
50.22,-4.57
50.31,-4.57
50.4,-4.57
50.49,-4.55
50.58,-4.57
50.67,-4.59
50.76,-4.59
50.85,-4.59
50.94,-4.57
51.03,-4.55
51.12,-4.57
51.21,-4.59
51.3,-4.57
51.39,-4.59
51.48,-4.59
51.57,-4.57
51.66,-4.55
51.75,-4.59
51.84,-4.59
51.93,-4.59
52.02,-4.59
52.11,-4.59
52.2,-4.59
52.29,-4.59
52.38,-4.57
52.47,-4.57
52.56,-4.57
52.65,-4.57
52.74,-4.59
52.83,-4.55
52.92,-4.59
53.01,-4.55
53.1,-4.59
53.19,-4.59
53.28,-4.59
53.37,-4.59
53.46,-4.57
53.55,-4.57
53.64,-4.59
53.73,-4.57
53.82,-4.57
53.91,-4.59
54,-4.57
54.09,-4.57
54.18,-4.59
54.27,-4.59
54.36,-4.59
54.45,-4.57
54.54,-4.59
54.63,-4.55
54.72,-4.55
54.81,-4.57
54.9,-4.57
54.99,-4.57
55.08,-4.57
55.17,-4.57
55.26,-4.55
55.35,-4.59
55.44,-4.57
55.53,-4.57
55.62,-4.57
55.71,-4.57
55.8,-4.59
55.89,-4.57
55.98,-4.55
56.07,-4.59
56.16,-4.57
56.25,-4.57
56.34,-4.57
56.43,-4.57
56.52,-4.55
56.61,-4.57
56.7,-4.55
56.79,-4.57
